segment_id,entity_id,entity_name,question_no,question_type,run_no,provider,measured_at,mentioned,matched_alias,first_index,mention_rank,cited,via_domain,matched_source_field,matched_source_url,answer_excerpt,review_status,review_note
us-en-nyc-immigration-lawyers,law-nyc-001,Hudson Immigration Law,1,recommendation,1,mock,2026-07-19T09:00:00+09:00,true,Hudson Immigration Law,24,2,false,,,,Queens Visa Counsel and Hudson Immigration Law are often compared for Queens immigration matters.,pending,
us-en-nyc-immigration-lawyers,law-nyc-002,Queens Visa Counsel,1,recommendation,1,mock,2026-07-19T09:00:00+09:00,true,Queens Visa Counsel,0,1,true,queens-visa.example.com,homepage,https://queens-visa.example.com,Queens Visa Counsel and Hudson Immigration Law are often compared for Queens imm,pending,
us-en-nyc-immigration-lawyers,law-nyc-003,Brooklyn Asylum Advocates,1,recommendation,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,Queens Visa Counsel and Hudson Immigration Law are often compared for Queens immigration matters.,pending,
us-en-nyc-immigration-lawyers,law-nyc-001,Hudson Immigration Law,2,recommendation,1,mock,2026-07-19T09:00:00+09:00,true,Hudson Immigration Law,0,1,true,hudson-immigration.example.com,homepage,https://hudson-immigration.example.com,Hudson Immigration Law and Brooklyn Asylum Advocates appear in NYC green card an,pending,
us-en-nyc-immigration-lawyers,law-nyc-002,Queens Visa Counsel,2,recommendation,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,Hudson Immigration Law and Brooklyn Asylum Advocates appear in NYC green card and asylum contexts.,pending,
us-en-nyc-immigration-lawyers,law-nyc-003,Brooklyn Asylum Advocates,2,recommendation,1,mock,2026-07-19T09:00:00+09:00,true,Brooklyn Asylum Advocates,27,2,false,,,,Hudson Immigration Law and Brooklyn Asylum Advocates appear in NYC green card and asylum contexts.,pending,
us-en-nyc-immigration-lawyers,law-nyc-001,Hudson Immigration Law,3,problem,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"After a visa denial, check practice focus, official site details, consultation fee transparency, and directory profiles.",pending,
us-en-nyc-immigration-lawyers,law-nyc-002,Queens Visa Counsel,3,problem,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"After a visa denial, check practice focus, official site details, consultation fee transparency, and directory profiles.",pending,
us-en-nyc-immigration-lawyers,law-nyc-003,Brooklyn Asylum Advocates,3,problem,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"After a visa denial, check practice focus, official site details, consultation fee transparency, and directory profiles.",pending,
us-en-nyc-immigration-lawyers,law-nyc-001,Hudson Immigration Law,4,problem,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"Before paying a consultation fee, review the official site, bar profile, and legal directories. Queens Visa Counsel publishes fee guidance.",pending,
us-en-nyc-immigration-lawyers,law-nyc-002,Queens Visa Counsel,4,problem,1,mock,2026-07-19T09:00:00+09:00,true,Queens Visa Counsel,96,1,true,queens-visa.example.com,homepage,https://queens-visa.example.com,"consultation fee, review the official site, bar profile, and legal directories. Queens Visa Counsel publishes fee guidance.",pending,
us-en-nyc-immigration-lawyers,law-nyc-003,Brooklyn Asylum Advocates,4,problem,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"Before paying a consultation fee, review the official site, bar profile, and legal directories. Queens Visa Counsel publishes fee guidance.",pending,
us-en-nyc-immigration-lawyers,law-nyc-001,Hudson Immigration Law,5,trigger,1,mock,2026-07-19T09:00:00+09:00,true,Hudson Immigration Law,19,1,true,hudson-immigration.example.com,homepage,https://hudson-immigration.example.com,"For a visa denial, Hudson Immigration Law and Queens Visa Counsel are examples with public practice",pending,
us-en-nyc-immigration-lawyers,law-nyc-002,Queens Visa Counsel,5,trigger,1,mock,2026-07-19T09:00:00+09:00,true,Queens Visa Counsel,46,2,true,queens-visa.example.com,homepage,https://queens-visa.example.com,"For a visa denial, Hudson Immigration Law and Queens Visa Counsel are examples with public practice descriptions.",pending,
us-en-nyc-immigration-lawyers,law-nyc-003,Brooklyn Asylum Advocates,5,trigger,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"For a visa denial, Hudson Immigration Law and Queens Visa Counsel are examples with public practice descriptions.",pending,
us-en-nyc-immigration-lawyers,law-nyc-001,Hudson Immigration Law,6,trigger,1,mock,2026-07-19T09:00:00+09:00,true,Hudson Immigration Law,79,1,true,hudson-immigration.example.com,homepage,https://hudson-immigration.example.com,"For work visa issues in NYC, compare firms with official service pages such as Hudson Immigration Law.",pending,
us-en-nyc-immigration-lawyers,law-nyc-002,Queens Visa Counsel,6,trigger,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"For work visa issues in NYC, compare firms with official service pages such as Hudson Immigration Law.",pending,
us-en-nyc-immigration-lawyers,law-nyc-003,Brooklyn Asylum Advocates,6,trigger,1,mock,2026-07-19T09:00:00+09:00,false,,,,false,,,,"For work visa issues in NYC, compare firms with official service pages such as Hudson Immigration Law.",pending,
